filename,chroma_stft,chroma_stft_v,chroma_stft_diff,chroma_stft_diff_v,rmse,rmse_v,rmse_diff,rmse_diff_v,spectral_centroid,spectral_centroid_v,spectral_centroid_diff,spectral_centroid_diff_v,spectral_bandwidth,spectral_bandwidth_v,spectral_bandwidth_diff,spectral_bandwidth_diff_v,spectral_contrast,spectral_contrast_v,spectral_contrast_diff,spectral_contrast_diff_v,spectral_flatness,spectral_flatness_v,spectral_flatness_diff,spectral_flatness_diff_v,spectral_rolloff,spectral_rolloff_v,spectral_rolloff_diff,spectral_rolloff_diff_v,zcr,zcr_v,zcr_diff,zcr_diff_v,mfcc1,mfcc1_v,mfcc1_diff,mfcc1_diff_v,mfcc2,mfcc2_v,mfcc2_diff,mfcc2_diff_v,mfcc3,mfcc3_v,mfcc3_diff,mfcc3_diff_v,mfcc4,mfcc4_v,mfcc4_diff,mfcc4_diff_v,mfcc5,mfcc5_v,mfcc5_diff,mfcc5_diff_v,mfcc6,mfcc6_v,mfcc6_diff,mfcc6_diff_v,mfcc7,mfcc7_v,mfcc7_diff,mfcc7_diff_v,mfcc8,mfcc8_v,mfcc8_diff,mfcc8_diff_v,mfcc9,mfcc9_v,mfcc9_diff,mfcc9_diff_v,mfcc10,mfcc10_v,mfcc10_diff,mfcc10_diff_v,mfcc11,mfcc11_v,mfcc11_diff,mfcc11_diff_v,mfcc12,mfcc12_v,mfcc12_diff,mfcc12_diff_v,mfcc13,mfcc13_v,mfcc13_diff,mfcc13_diff_v,mfcc14,mfcc14_v,mfcc14_diff,mfcc14_diff_v,mfcc15,mfcc15_v,mfcc15_diff,mfcc15_diff_v,mfcc16,mfcc16_v,mfcc16_diff,mfcc16_diff_v,mfcc17,mfcc17_v,mfcc17_diff,mfcc17_diff_v,mfcc18,mfcc18_v,mfcc18_diff,mfcc18_diff_v,mfcc19,mfcc19_v,mfcc19_diff,mfcc19_diff_v,mfcc20,mfcc20_v,mfcc20_diff,mfcc20_diff_v,label
country.00044.au,0.360077533,0.292178368,0.000155302,0.000155302,0.113714896,0.037599631,-1.50E-05,-1.50E-05,1730.373891,749.1582409,-0.793640725,-0.793640725,2248.357622,550.5043165,-0.755875409,-0.755875409,21.61831339,4.760197157,-0.005942292,-0.005942292,0.008069592,0.018908678,-3.05E-06,-3.05E-06,3360.221348,1729.008949,-1.000768542,-1.000768542,0.066520006,0.039220204,-1.02E-05,-1.02E-05,-162.7197213,71.27737052,-0.086156741,19.83159713,119.8299935,33.81904615,0.067371907,12.9318059,-2.893468932,20.37758009,0.003093751,7.74835448,20.50032221,17.77677362,0.027653642,5.555943964,27.81038753,16.06471403,0.006129849,5.0709326,5.478460467,19.55136036,0.016364926,5.321397571,6.044926833,11.19867731,0.002933602,4.194164369,1.21177212,9.264003648,-0.016491906,3.49961852,-3.693584054,8.697322011,-0.002762029,3.657024834,0.353780919,8.637491061,-0.00624524,3.509628369,4.424846672,9.564107282,-0.003099725,3.61094372,-0.41118701,7.428241502,0.002336605,3.282651029,2.460677252,8.609871714,-0.000104581,3.25580734,2.138422132,7.890187987,0.007972936,3.118032055,-1.604743678,9.881092912,-0.003341933,3.368937914,3.637200072,7.556218472,-0.011804703,3.253911749,-3.467096171,9.176808957,0.018227536,3.153173236,-2.558370976,8.081502469,-0.00178733,3.112539145,5.665815111,8.7159364,-0.021190218,3.255322229,-3.647439426,8.477394932,0.017211556,3.193939547,country
country.00045.au,0.345527778,0.304410141,3.28E-05,3.28E-05,0.146656573,0.04215876,3.88E-05,3.88E-05,2776.973083,728.6560399,0.982692639,0.982692639,2647.557759,344.8271145,0.237972809,0.237972809,18.85341536,4.714135265,-0.004186294,-0.004186294,0.051879834,0.061114378,5.23E-05,5.23E-05,5621.491008,1398.252359,1.868101278,1.868101278,0.132964427,0.059146897,7.41E-05,7.41E-05,-61.23069592,48.45391548,0.105788843,22.30289513,71.25610964,25.52123224,-0.023014933,11.84020997,-17.04130864,21.64797443,-0.041528459,8.216926766,17.13115882,20.00517131,-0.057963056,6.775176266,5.066625305,13.89900216,-0.016782433,5.17127194,-4.204909667,12.92570156,-0.002535273,5.462219399,-1.670843165,11.85370468,-0.023008589,4.292844751,1.169194791,9.873094134,0.004611605,4.310104814,-0.85820459,11.00570258,0.00515449,4.249384115,4.970623887,9.213435315,0.008088551,4.331434454,-1.699448322,9.380219454,-0.011643776,4.056358715,4.842048465,10.11345518,-0.002641041,4.074967163,-0.165820254,7.884851391,0.005404637,3.710130729,-2.078587759,7.636328165,-0.018094838,3.730036613,-0.264748298,7.336951038,-0.019833961,3.596499016,-5.307027595,8.441190888,-0.012273218,3.754030782,0.240637188,7.736157537,-0.016770322,3.813592141,-0.099359242,7.29354354,-0.011885091,3.86062946,-3.939502494,7.903025036,-0.01288873,3.999318746,-0.925094603,7.320026118,-0.003655038,4.079107635,country
country.00046.au,0.374185938,0.292715005,2.68E-05,2.68E-05,0.103361629,0.033212863,2.19E-06,2.19E-06,2109.337133,547.0953453,0.218969272,0.218969272,1933.798703,293.712435,-0.042753006,-0.042753006,20.32247154,5.111810512,-0.004783383,-0.004783383,0.013799582,0.024403697,6.03E-06,6.03E-06,3843.926756,905.6158868,0.141775543,0.141775543,0.115891967,0.047611324,4.16E-05,4.16E-05,-126.8666146,47.99593794,0.036544211,23.59653026,103.5042337,25.77222449,-0.00785568,12.67553008,-31.89562672,19.11319232,-0.01026542,8.790679297,58.71985387,16.66231395,0.005249137,5.692713543,-1.962230104,16.10229042,-0.016089603,6.191749497,-3.124736475,12.28625166,-0.015904939,5.318146167,-2.934478949,9.932508146,-0.001182539,4.722726096,0.365945797,9.491621456,0.00280475,4.413314186,-3.02911862,11.75302752,0.012001378,5.470374767,-0.832061927,7.589602989,0.009626485,3.919991242,5.59194075,11.28744029,-0.01373092,4.89139491,-10.14417732,10.41328077,0.019104908,4.428912573,0.732738198,9.353561007,0.004062355,4.36657813,-1.623948076,7.582650355,-0.006939899,3.991901167,-10.05024225,7.338722153,-0.012281601,3.922750547,-5.208335943,7.628642051,-0.01389617,3.853289082,-9.043372702,6.834560111,0.016103537,3.468531772,-4.728585848,6.583596979,-0.010086559,3.378431013,-1.037696466,6.923713826,0.001917268,3.508815862,-2.846361516,7.027439456,0.009092364,3.458593239,country
country.00047.au,0.310321996,0.288247322,-0.000167675,-0.000167675,0.090676568,0.031247631,1.03E-05,1.03E-05,1784.27572,446.9692231,-0.034132885,-0.034132885,1840.084312,273.1781763,-0.157145214,-0.157145214,21.63354873,5.138636422,-0.002697355,-0.002697355,0.005035821,0.00689726,-2.67E-07,-2.67E-07,3556.653493,938.4849734,-0.433666368,-0.433666368,0.094129438,0.040130356,2.12E-05,2.12E-05,-165.4868035,42.08554372,-0.000505536,19.4972183,117.8841093,25.00616281,0.004762414,10.24873325,-33.60979019,15.57104021,-0.006742249,7.021817273,42.62024682,16.50724024,-0.014407056,6.585395613,-1.385153436,11.06200281,0.00052178,5.081007823,3.833842737,8.784884646,-0.007595213,4.150058134,7.173128546,8.878044673,-0.021941513,4.1105065,-7.169502893,7.85531584,-0.009784654,4.074411581,-1.631426197,8.144251484,-0.022693554,4.03383842,0.872483899,8.188529122,-0.015427713,3.972732158,-12.51631045,8.675442112,-0.011638863,3.822342768,2.895231305,7.483687267,-0.015651976,3.689737813,-12.36821101,8.593931542,0.00589657,3.901620351,-1.320187728,9.071777931,-0.005629208,3.823066152,-6.638751767,8.075471752,-0.008447949,3.67410209,-8.866574459,7.824531966,0.00023775,3.992633048,-5.108935043,9.44181087,-0.024704846,4.105484441,-8.076595277,9.97073744,-0.016243077,3.775263702,-4.263468617,8.771181899,0.001332601,3.52197102,-0.156531727,8.339721508,0.007337637,3.763217306,country
country.00048.au,0.310875244,0.301967394,0.000107818,0.000107818,0.11697194,0.045769356,-3.65E-05,-3.65E-05,1939.745427,649.7677177,0.004663557,0.004663557,2482.443437,404.3960415,-0.195187367,-0.195187367,20.31226421,5.673718589,-0.006941579,-0.006941579,0.011551443,0.020445332,9.96E-06,9.96E-06,4127.383376,1538.088832,-0.608800863,-0.608800863,0.063973158,0.034045545,8.70E-06,8.70E-06,-148.9801951,72.30967783,0.017709625,26.28194195,107.2398291,26.4867689,-0.012277069,11.0287116,11.18830927,19.85350605,-0.012768218,8.240003949,26.70369841,14.59845986,0.003825281,6.056158447,11.41090744,16.3351972,-0.007991139,5.812553788,-3.809713672,14.20698883,0.017674699,6.598706398,14.02821623,9.581675625,-0.021970075,4.746749251,-5.888115035,9.493074298,0.0193641,4.848012116,-11.04762754,9.93777821,-0.000193616,5.156988549,2.81349942,9.211035865,-0.033161468,4.639734562,-8.444209354,9.099714667,0.009202371,4.717524758,3.191676574,8.17833893,-0.012145305,4.471386385,-0.7702721,7.768189193,-0.000914818,4.101778112,-12.4062604,9.290125473,0.007310815,4.353664787,-6.28754134,8.869685713,-0.01001857,4.018044448,-3.297474377,6.976170031,-0.010796942,3.793259136,-8.165579646,7.134619211,0.00177688,3.939507276,-6.584097135,7.213387505,-0.013784441,3.572658216,-3.678854266,7.091972262,0.002779131,3.889259937,-2.969561368,6.71720528,-0.007645276,3.667494441,country
country.00049.au,0.323634653,0.298745349,0.000277046,0.000277046,0.143642813,0.041037578,-6.66E-05,-6.66E-05,1600.231578,495.9736156,-0.128218331,-0.128218331,1826.444358,359.6126993,-0.058932568,-0.058932568,19.23219658,4.767171329,-0.005836935,-0.005836935,0.009435169,0.018137904,1.00E-06,1.00E-06,3007.031817,1091.984892,0.008339738,0.008339738,0.075816246,0.028124914,9.08E-06,9.08E-06,-109.9602177,47.42543606,-0.049099887,26.96048007,134.7539823,28.80225463,0.009436065,15.30348792,-24.02513503,16.50671003,-0.00517887,9.077333319,19.39399857,11.89628155,0.026826503,5.276904485,-4.406540103,13.67383645,0.013846391,5.623660948,-4.809254541,10.56075914,-0.007871328,4.485403379,-7.805348795,9.987033333,-0.009997037,4.716737831,-0.401866944,8.168392641,-0.003266532,4.221165957,-5.421153933,8.40265326,0.017990058,4.177429673,-2.954974421,7.629564037,-0.005114095,3.708896827,0.785654386,7.667909004,-0.009383865,4.006387355,-4.766452644,7.562400169,-0.011991807,3.664803959,-0.167434532,6.709609673,-0.014992556,3.306972579,-1.694848939,7.373146181,-0.009999158,3.56334384,-2.408140926,7.366084189,-0.002083014,3.68803147,-1.959992121,6.954755065,-0.005194768,3.387836345,-6.936617426,6.546460241,0.000668252,3.524224071,-4.067777398,6.484627128,-0.005023598,3.240027182,-1.94800135,6.092420595,-0.00326921,3.519094217,-5.786310435,6.150266153,0.001139481,3.402885251,country
country.00050.au,0.351040426,0.292343053,-4.09E-05,-4.09E-05,0.109432384,0.031483095,-4.70E-06,-4.70E-06,1779.467602,627.0280892,1.195017697,1.195017697,2036.015047,400.0980347,0.462734666,0.462734666,22.52456624,8.256527349,-0.004881029,-0.004881029,0.005394096,0.010395829,2.94E-05,2.94E-05,3873.334912,1365.173175,2.551959782,2.551959782,0.07890693,0.045919491,7.64E-05,7.64E-05,-143.0939577,50.48744701,0.063327023,24.37524059,121.8930785,24.53374513,-0.040473262,9.76251709,-13.33925352,19.16942114,-0.02428213,6.155707525,47.76770987,13.98299102,0.009731948,5.561728463,-12.65295184,14.04062512,-0.006540159,4.763701256,23.36451358,10.58773319,0.002543115,4.489755679,-10.98826774,11.86814681,-0.02307908,5.231399317,18.85177294,9.938049941,0.01363901,4.277785151,-13.70243374,12.04571797,-0.003328497,4.92689564,15.94894019,11.03646989,0.001940425,4.290076043,-11.35174096,8.74901358,-0.006295829,3.831993025,10.2861045,7.952290048,0.000609275,3.930406613,-5.997234635,9.279868471,-0.025258638,3.827693802,2.730450776,8.163024688,0.008040232,4.149161597,-9.28721869,8.374561723,-0.000798407,3.579052216,4.498918226,8.760002833,0.009236334,3.957650393,-8.32525622,9.066022398,0.00557919,3.504028688,4.522217317,7.971671054,0.006492788,3.675033036,-6.030987431,9.807074318,-0.003591721,3.613460464,-2.350857635,7.614724495,-0.004374389,3.492817466,country
country.00051.au,0.274738275,0.309403613,-7.49E-05,-7.49E-05,0.09031941,0.028774861,5.43E-05,5.43E-05,1552.625942,612.0361024,0.736767859,0.736767859,1848.605499,368.2354475,0.429944889,0.429944889,25.23412198,6.649030354,-0.004519935,-0.004519935,0.001953506,0.006276064,2.48E-06,2.48E-06,3166.755851,1203.108036,1.426095172,1.426095172,0.059249453,0.0435834,6.39E-05,6.39E-05,-204.6884622,51.457763,0.119683162,16.30044971,121.9293651,26.56778158,-0.033309958,9.303551557,-17.74219823,16.93114544,-0.003324341,5.161558611,46.33899113,12.79510355,-0.013951438,4.633289615,-1.798660736,15.14815612,-0.015805169,4.97958814,17.03456981,12.0083335,-0.011353729,4.736381882,-14.7080708,11.73387014,-0.010450339,3.803467112,14.67279006,10.32082236,0.007018261,3.805533109,-19.39071177,12.06164086,-0.006430863,3.846900067,10.91331285,13.1061931,0.03270849,3.881599715,-13.47643872,9.356296709,-0.012719868,3.657051571,1.201496443,9.568789424,-0.004087577,3.549623515,-6.209928957,9.326322511,-0.003223568,3.367452076,-1.682198632,8.345837943,0.003591129,3.673791449,-8.695933218,7.957963547,0.001600907,2.968781067,-2.513679662,8.282578983,0.005884618,3.046453966,-11.33435248,9.891225774,-0.010348645,3.331395792,0.168870674,9.473212488,0.015169979,3.053799501,-7.28717655,8.807163631,0.010024318,3.189254668,-7.504439543,8.937483747,0.003614717,3.161926358,country
country.00052.au,0.328678024,0.296186466,0.000166592,0.000166592,0.069534063,0.019802285,-3.35E-06,-3.35E-06,1115.674938,479.5629096,-0.242980663,-0.242980663,1662.780776,375.22437,-0.458184317,-0.458184317,23.65207013,5.953150865,-0.005813209,-0.005813209,0.000810289,0.002882775,-4.63E-07,-4.63E-07,2347.919136,1211.073475,-0.917371163,-0.917371163,0.035474464,0.024986344,3.78E-07,3.78E-07,-265.2565026,57.51208616,0.001284372,15.91659143,138.869507,25.24504208,0.039180104,8.794107307,6.13707407,16.99844943,-0.027421019,5.318992078,47.50180512,16.47466382,-0.038732473,4.420828845,-2.40258732,19.32518202,-0.018519305,4.608783427,21.04157117,10.50060577,0.025109079,4.118360972,4.082595999,10.29487657,-0.001331734,3.944603851,17.65696953,11.23519303,-0.019991192,3.798328499,-12.03345495,11.75750099,0.011559155,4.211782145,15.49026256,13.52307228,0.00700979,3.983074818,-1.139550674,9.221521586,0.012086378,3.423558203,7.888209173,10.3883407,0.006537499,3.814983773,0.497577473,9.474158121,0.002251932,3.625924613,-0.229722762,8.412275694,0.006222148,3.669931792,-3.869872919,7.640093872,-0.000849604,3.33730658,4.064896941,7.767282023,-0.013761591,3.042051622,-3.105875433,9.491362801,0.011921768,3.370243846,3.00489555,8.919201648,-0.002777679,3.151671564,-1.399380426,7.33107137,0.007773254,3.066072916,-1.497060443,8.0847054,0.012456167,3.024530512,country
country.00053.au,0.373333013,0.290921492,-5.99E-05,-5.99E-05,0.13357532,0.033549014,4.11E-05,4.11E-05,2271.250552,490.6844732,1.656291551,1.656291551,2297.189128,246.2291425,0.69834313,0.69834313,21.61481495,9.348097894,-0.003748698,-0.003748698,0.009960922,0.009572606,7.35E-05,7.35E-05,4956.695028,958.745347,3.002305625,3.002305625,0.108254447,0.035117036,0.000163013,0.000163013,-84.71008454,37.32415158,0.120776027,21.54587667,100.9812768,17.75093303,-0.042232947,8.031500972,-16.01426127,12.38183305,0.004584348,6.073597845,51.75691098,13.24926893,-0.023630783,5.659563737,-17.07563496,11.22414636,-0.012127599,5.265886163,22.5730144,7.483617093,0.007431276,4.177590545,-20.29255106,9.275671208,-0.002035872,4.96565338,18.91194864,7.75092645,-0.012899243,4.390186901,-19.48766729,8.445148867,-0.025329485,4.544284209,15.32362923,9.192246605,0.009050815,4.441710932,-17.73847824,7.640412442,-0.007781932,4.141536557,8.579046363,6.739909531,0.010006843,4.061375493,-14.99724418,7.666002767,0.000112753,3.835210206,6.435431278,5.901475911,0.011553442,3.838591344,-10.27309148,6.781789842,-0.013838601,3.730362167,3.287024111,6.313786472,-0.004765258,3.739568747,-9.54609311,6.919610192,-0.009999804,3.640000038,4.05011674,6.881838919,0.002822915,3.582694713,-5.592494515,7.107404524,-0.003828213,3.738720468,-0.705731552,7.688790768,0.000384355,3.667164166,country
country.00054.au,0.312788955,0.298358529,-0.000147965,-0.000147965,0.104295596,0.029969133,5.84E-05,5.84E-05,1654.46641,555.6869283,-0.774062486,-0.774062486,2105.483488,368.3714475,-0.525738089,-0.525738089,24.00650488,7.414197875,0.002769564,0.002769564,0.002284086,0.004109158,-9.24E-06,-9.24E-06,3908.226367,1332.344426,-1.951498657,-1.951498657,0.060207875,0.024964846,0,0,-174.9879986,39.75749316,0.011708527,16.23093859,115.7112716,23.75815494,0.036483533,9.864096499,5.110600408,12.83099823,-0.018949328,5.031809656,58.16138146,11.14121224,0.015736615,3.997765428,-3.327260548,10.47555545,0.020658818,3.921830153,29.66304543,9.427035312,-0.021130392,4.316820273,-10.02709609,8.979130275,-0.011233196,3.682773622,19.65496161,9.93859044,0.019887932,3.491851488,-16.30325822,10.09519112,-0.009898042,3.509283119,13.74298662,10.47175365,0.004166911,3.63198769,-8.814775245,7.43759119,-0.019605905,3.377497563,7.226681739,9.604605582,-0.00368201,4.172275504,-8.889652894,8.812288317,0.011807764,3.616996348,4.752211266,6.726298543,-0.008143872,3.348750563,-11.49012859,8.060064564,-0.007701112,3.13219206,0.911014445,6.821679688,0.014560708,3.040106553,-8.152213897,8.491555349,-0.009645713,3.065813896,1.186895662,10.03209822,0.010334878,3.05368844,-7.981294455,9.0617455,0.00688681,3.163492132,-5.650380847,8.998782925,-0.005946202,3.47459655,country
country.00055.au,0.357048722,0.290101887,-4.34E-06,-4.34E-06,0.155022964,0.038507462,4.93E-05,4.93E-05,1881.203343,401.598414,0.155395129,0.155395129,2116.279486,291.8051615,-0.033325156,-0.033325156,21.97666758,8.767092971,-0.004040553,-0.004040553,0.005222572,0.005300582,-1.90E-06,-1.90E-06,4111.441805,1061.040877,0.333589514,0.333589514,0.081104196,0.023314183,3.14E-05,3.14E-05,-82.93657908,39.00930526,0.031611568,20.46586427,122.5258141,19.15309262,-0.001192289,7.968346914,-16.65838036,10.91321499,-0.015168975,5.015171175,40.01355846,9.650583268,0.011757112,4.705845173,-15.0022394,11.71747891,-0.014780289,4.74272195,21.66689299,8.971421944,0.012472002,4.11534213,-18.25397675,6.803103059,0.001739106,4.047096857,18.36189929,6.414224848,0.006943893,3.643134049,-17.9809736,8.10988291,-0.017544727,3.869557859,16.98590589,6.881151831,0.01324041,3.604138168,-16.04422146,6.312482966,-0.006592644,3.898870444,8.531327234,7.694892596,-0.001997503,4.073700338,-8.701001247,6.829092932,-0.01280901,3.638992203,10.76732545,6.842377672,0.007694373,3.943845789,-4.62541265,6.753218892,0.002349498,3.467373628,7.234263811,6.804893545,0.021758048,3.434461179,-7.60637647,8.162112105,0.006364049,3.463608185,5.304495258,6.670476418,-0.000310752,3.628768061,-5.511180396,7.578187814,-0.0080736,3.372387985,-0.178648879,7.002599552,-0.009845782,3.575071807,country
country.00056.au,0.319234427,0.290007733,-0.000137842,-0.000137842,0.136248827,0.045041587,6.17E-06,6.17E-06,1468.686371,538.7128561,0.216866887,0.216866887,1960.783703,403.0331044,-0.151864314,-0.151864314,25.05714646,7.243911429,-0.003131466,-0.003131466,0.001403627,0.00230205,8.81E-07,8.81E-07,3212.922239,1404.592482,0.89235195,0.89235195,0.054941089,0.031784652,2.00E-05,2.00E-05,-164.7674239,68.97044064,0.044725955,15.08019966,123.4141971,23.69959526,0.011247977,8.72925604,4.243193567,22.00673107,-0.029793191,5.047937175,48.78227256,11.14369327,0.017014367,4.252007479,-5.142331675,15.5253546,-0.020256859,3.705101923,22.83590476,11.89722503,0.000334857,3.830295871,-7.802018432,8.881354357,-0.014674178,3.451698542,19.29088849,8.9381435,0.000677216,3.542435461,-11.01332633,10.39081608,-0.009895945,3.65054591,21.25494036,12.31319887,-0.002530031,3.443672862,-9.736805532,8.067896513,-0.002041937,3.283498901,5.147073167,10.27430955,0.012656124,3.350025755,-6.144904363,7.263042042,0.001845298,3.058914654,5.406200381,10.86865439,0.00473509,3.68669004,-9.922880869,7.891088374,-0.004810981,3.155617517,3.91058781,9.837419595,-0.007276021,3.097433866,-7.329804713,11.61855694,0.003756479,3.26970297,1.391600168,8.826251928,0.003145774,3.042594873,-8.836170478,8.890558468,-0.001655245,3.100648098,-3.736014079,7.10433289,0.012776832,3.010918583,country
country.00057.au,0.31504222,0.294532992,0.000230341,0.000230341,0.130141526,0.048610516,-1.96E-05,-1.96E-05,1741.663079,572.9161222,0.353160688,0.353160688,1985.597024,399.5603579,0.443895924,0.443895924,24.6697366,8.118569114,-0.000797532,-0.000797532,0.003677433,0.010995428,2.65E-06,2.65E-06,3790.693745,1317.967713,0.950730115,0.950730115,0.075437563,0.037212334,2.19E-05,2.19E-05,-137.8525867,66.25467723,0.032829337,15.19728516,121.5411456,22.60632179,-0.023622931,8.838782556,-13.26755958,16.31288202,0.004674332,5.93644999,43.32045215,13.43467483,0.044432401,4.662338091,-10.71376376,12.70508171,0.019470561,4.354379544,17.86034689,14.19241067,-0.007241883,4.572472394,-7.939252671,10.27183748,-0.043978618,4.369733203,9.093212777,10.47572034,0.01717261,4.132180445,-19.79048558,8.053453141,-0.007448446,3.775046866,9.440786385,11.09299135,-0.002302846,3.963479547,-19.60281333,10.28522568,-0.006463108,3.783684714,6.913174976,7.7537359,-0.006001992,3.81439215,-12.54188373,8.784434203,-0.017458698,3.62396028,-0.751600187,9.519861483,0.015647985,3.759950998,-9.145261099,7.785615387,-0.004327289,3.32721136,1.45554876,8.98686482,-0.001479214,3.690238659,-8.299371756,7.65983977,-0.008803443,3.457325469,-3.752012525,9.731912999,0.000539451,3.493693494,-6.872332425,7.04022928,0.00409652,3.583207111,-0.479751027,8.337709431,0.019100367,3.639120879,country
country.00058.au,0.34799302,0.294271564,0.000125851,0.000125851,0.163847014,0.049920153,7.18E-06,7.18E-06,1796.174689,517.1784696,0.83024514,0.83024514,2148.556603,355.6286669,0.280462573,0.280462573,23.12264863,8.806100687,-0.005205942,-0.005205942,0.004476903,0.005863135,2.09E-05,2.09E-05,4163.958154,1272.300708,2.21003053,2.21003053,0.073270154,0.032090939,5.03E-05,5.03E-05,-101.3807458,57.65006019,0.075190064,26.18153488,120.4459404,20.06169501,-0.023822029,9.757517015,-0.36868576,19.67314776,-0.035510647,6.697480041,49.02917645,13.02466941,0.021245245,5.267103827,-15.87805041,11.30598589,0.010659847,4.931349854,19.85819884,10.47442918,0.015391355,5.147509955,-13.06594432,10.3577197,-0.036318738,4.777546789,18.57038991,9.035960761,-0.004146645,4.596992335,-15.6988076,10.04157377,-0.018944771,4.258857333,15.24819625,9.66118733,-0.003094351,4.354461298,-5.908309054,8.740402714,-0.008498431,4.08083577,6.627422574,7.460937954,0.024997504,3.740861333,-10.3545275,8.33223128,-0.023698582,3.784708421,7.079460991,6.701491513,0.00567417,3.810589933,-8.211847784,7.224817389,-0.000903007,3.374605238,6.197215558,7.502997701,0.005081539,3.503960426,-8.381405594,7.30465563,0.003370791,3.493700149,2.922242286,8.02964889,0.008188328,3.490514988,-6.640623814,6.29936389,-0.010357708,3.062048895,-1.317287862,6.681322087,-0.007973711,3.233564351,country
country.00059.au,0.284339131,0.297328173,6.24E-05,6.24E-05,0.145492747,0.048785653,1.01E-05,1.01E-05,1535.395806,751.0611284,0.539486897,0.539486897,2011.608338,564.8507426,0.477878279,0.477878279,24.85584141,7.83962033,-0.000683722,-0.000683722,0.001863123,0.003536996,1.02E-06,1.02E-06,3510.37044,2016.1869,2.134972889,2.134972889,0.052538987,0.031119408,2.53E-05,2.53E-05,-185.0891446,85.58809317,0.066590202,25.65025345,120.5053618,36.40320971,-0.024978468,11.70477902,29.73308419,20.98036237,-0.021379517,7.787052599,56.39313211,20.77565792,0.011997127,6.406727243,-3.03512553,18.74476125,0.002920982,6.545393922,22.21471884,13.29249073,0.007076744,5.14093994,-10.33704726,17.2091263,-0.03480087,4.847374413,20.04845711,12.01862318,0.019944872,4.312636991,-13.68551277,12.17502108,-0.004982614,4.014020771,9.169467478,10.97007892,0.001711685,4.198348367,-6.422211603,8.624355494,-0.021217469,3.885689812,3.291616231,9.436166401,0.006349394,3.954587443,-8.740313627,10.25581498,-0.003570266,3.658432374,5.012994009,8.265240358,0.002927071,3.309752137,-9.222240279,10.09000125,-0.000517195,3.586985016,3.777974246,9.39503652,0.012361052,3.340971585,-10.20313921,9.655549899,-0.000674719,3.556469624,5.909634423,12.47217103,-0.000734794,3.502173305,-4.427588584,10.4884914,-0.007210862,3.417722701,1.578854097,11.23046779,-0.007133704,3.624578716,country
country.00060.au,0.34211236,0.297169536,-5.69E-05,-5.69E-05,0.1410539,0.041396759,-7.47E-07,-7.47E-07,1373.032519,722.1351695,1.000212768,1.000212768,1930.37552,547.5273947,0.687541993,0.687541993,24.42630507,7.421243642,-0.002423959,-0.002423959,0.001729639,0.004249022,5.92E-06,5.92E-06,3068.806443,1846.210169,2.993965888,2.993965888,0.042916596,0.033473959,3.03E-05,3.03E-05,-178.4871648,61.6622526,0.044564739,20.9660829,130.1282504,31.7569913,-0.053705242,11.59457257,12.09901301,15.67347973,-0.009065866,6.466709757,47.03860948,11.1939303,0.01565886,4.675943639,2.630086153,13.13111467,-0.012694927,5.09050154,24.08261799,11.08771008,0.017949206,4.572548229,-4.616106251,10.37609408,-0.014800601,4.076257882,22.76662877,10.15116903,0.013178992,3.890817079,-10.93279976,14.2867748,-0.003822604,4.179139674,13.53155505,12.02484294,0.016121101,3.997944525,-6.800690295,11.4578524,-0.001298812,4.103097528,8.70771182,9.815596375,0.02969599,3.742645641,-6.091663462,8.944236221,0.003807365,3.464881282,4.074796568,7.487772567,0.008848971,3.411470101,-5.149122801,7.448624106,-0.010581059,3.268078819,7.855296331,7.937313661,0.008120993,3.420243732,-5.253409179,9.811934235,-0.001826652,3.249155622,3.959158757,8.189477515,0.012061052,3.048807584,-3.136422529,8.768603593,-0.001165308,3.109795883,-4.385823087,8.184474699,0.00311751,3.086606627,country
country.00061.au,0.314423473,0.292893011,4.08E-05,4.08E-05,0.107209481,0.037711054,8.93E-05,8.93E-05,1397.863865,615.271284,0.515978331,0.515978331,1896.229917,497.5469034,0.497503001,0.497503001,24.31255963,7.241042813,-0.003381043,-0.003381043,0.002106078,0.004611388,1.29E-06,1.29E-06,3101.231247,1662.854695,1.617909143,1.617909143,0.04858663,0.026553654,2.19E-05,2.19E-05,-186.3760064,68.15188172,0.142014654,18.40620746,135.8649727,29.00576742,-0.020989734,11.67458681,5.940287791,16.13069029,-0.002677244,6.168552558,45.85114285,12.00351692,0.003079889,4.718461432,-5.759249704,13.35841223,-0.037082173,4.597175825,22.77042482,9.718865159,0.01742152,4.493063283,-13.00610453,10.43778404,-0.005889262,3.929951483,17.12172814,10.43508322,0.014866366,3.869853084,-13.75449384,11.47059225,-0.030351375,4.059531938,9.73342558,10.79226045,0.016974168,4.024951412,-8.365161144,9.205217486,-0.014602136,3.966477488,6.650279718,8.649530888,0.01195258,4.040134257,-9.089778937,7.849244105,0.005748041,3.383024421,5.434662169,8.045192161,0.005828666,3.621557342,-6.855442331,8.418594545,-0.02293054,3.411189078,1.553921453,9.379237223,0.000787433,3.341425974,-8.565646607,8.06855052,-0.009108401,3.412095703,5.448687052,9.325381596,0.002562284,3.386636012,-4.359175186,6.367718754,-0.009488347,3.224664832,-4.705237439,8.545804496,-0.006414807,3.385031373,country
