filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
blues.00073.au,0.3418650359350965,0.2597137689590454,2094.919419623132,2158.3359628818557,4482.4478952508225,0.10056968665344428,-30.094570665673576,103.73228924098373,-19.75423989187378,56.40476966806847,-12.710989935056363,20.188002396957053,-17.34038086266391,16.292434555530903,-18.439599521757078,8.924175007112872,-11.648015922226715,11.213471951055654,-8.842511116606019,9.090302098660608,-3.5792518239047397,4.372714325183926,-2.8308068183855264,4.7250888828549495,0.4850580164964266,1.4759547219581513,blues
blues.00022.au,0.3064508714632783,0.11347541213035583,1156.0704963820428,1497.6681759683522,2170.053544649768,0.05861340218653251,-233.86077189794975,136.17023911175588,3.2894897462574204,48.931192700101434,8.699106029002893,13.954751765004522,5.359448746017438,0.3813340156583715,-13.490265024615615,16.871768529933618,5.145257765116671,-2.250577764896011,3.9591977874878403,5.322554727344164,0.8120284016422504,-1.10720160022563,-4.5565550946660975,-2.436489803480714,3.3169126118124637,-0.6084848944184779,blues
blues.00080.au,0.3681582377746702,0.2424335777759552,1827.148035708558,1898.717123611609,3743.6190295145607,0.09403873597136223,-54.727689029261256,119.47319492305242,-34.8455825841848,37.5287927059516,-15.874042154885904,22.068439845970463,-14.655403888212719,18.519848685471437,-9.629923766378573,11.255999831896068,-11.723004940399852,11.535462282286957,-6.4212559466977375,1.7880872207259062,-5.874568805921984,0.3709387260737995,-9.066487747238204,-2.021231639876075,-5.417519706892989,0.024243819592583555,blues
blues.00016.au,0.3043221961602934,0.08146144449710846,1455.0016722774672,1825.885414606391,3009.856799807711,0.061350725014512386,-233.76361338134097,120.67351030891383,-3.1710848466699977,39.54099418344559,3.8574563846342658,18.84042910383502,-3.691825141970153,4.431853860141293,-14.978044422067619,17.567649954950095,1.8400663188082973,2.5373287811845375,-1.240454720005673,8.439245631473177,-0.21069165892191247,-3.9061195194767127,-4.478782904590024,-0.012436775405507553,1.2936136683652895,-2.0847963298902408,blues
blues.00047.au,0.33645438248493204,0.11224512755870819,2013.3824371007615,2310.305515615932,4849.49567576311,0.07534497145897832,-149.95170135848417,93.62947981732712,6.343454383790062,71.51194573220688,-8.107514098898761,36.20725255381896,-9.77667448637202,17.639806283273902,-21.11580046380298,-0.1373071425547442,-22.199284275064926,5.430453035446158,-7.462271218341527,-4.335877370816619,-12.40164114461874,9.624599613984726,-5.014184843709932,-3.704145518421112,2.3425105218444426,4.161077270801144,blues
blues.00057.au,0.42428363068041525,0.17592035233974457,1886.683619275633,1913.2246226414609,3828.101851991825,0.08992387045278638,-92.74798143932041,115.33952720805895,-35.06427174203655,57.861556893152525,1.8450910748358804,26.616611425349937,-14.55245329262239,22.133254649676864,-8.209146077437246,11.015950961590718,-5.64360036305291,7.277173916674678,-10.205973402491473,1.3321753208536165,-4.105897395608673,0.9783024981228584,-6.553786837184747,-0.682512074169399,-2.1268264949005484,-1.5182432349164712,blues
blues.00006.au,0.2913080018602458,0.141795814037323,1459.0784827344294,1388.9133116502333,2795.6164286232583,0.07302790308146284,-190.1494699473497,130.29695102940653,-36.34413831086846,33.01305035920638,11.106935525152583,-0.6151583066479518,-20.86200953661647,0.2700911238491475,-6.489759729485375,-5.517093200605552,-7.840327991608348,-3.125678351676986,-6.593118171711411,-9.942267638901262,-6.537223946843333,-10.064754674700039,-10.912171231101217,-6.972478914911679,-3.4490333602413203,-6.495510607011715,blues
blues.00090.au,0.37768776740678095,0.13189010322093964,1613.315725226275,1972.202261498254,3470.4040149417087,0.058235853449109906,-177.49076092809312,115.3461033181817,9.969872542928892,54.05132860060142,7.616936075487586,28.31429864936017,-9.058337878526208,20.05525763244569,-15.045015835288197,6.224081804805212,-5.689818347405277,1.3842423611737793,-5.837235272272469,5.016451917105735,-0.748612350637362,5.065468044600359,-5.084879481839438,-2.7955000128737364,2.435524055968941,-5.375209218828232,blues
blues.00032.au,0.27631716304236953,0.10123354941606522,1309.4245640139252,1882.9193674570279,2764.099952532411,0.03939318583107585,-288.8017131368415,105.89961685596417,18.791320298160805,23.688490498447045,5.705110927252023,25.549155928121678,-13.467205599740424,12.424733455503047,-11.943819071497668,1.5754990581090125,-15.636262712984184,-6.665246966000341,-11.718800419786465,-2.952338303090761,-7.380499910591453,-15.693589315451062,-10.958547670197557,-10.877396002372738,-18.50418760966866,-19.110741495170064,blues
blues.00063.au,0.3302375482585754,0.09632620960474014,2839.4531193329985,2444.1440114924962,5711.257131476152,0.15435583155959753,-129.08626899776286,72.1038894331613,-7.749275284283117,49.251971797151995,-32.71150679891886,21.597785915340076,-27.3633192445674,14.991898735924575,-10.247072123101958,12.424760462161283,-17.030218781576437,7.106393504820312,-18.009484795861937,2.9227168447914975,-14.47679418108436,4.054748021404957,-14.530605266658814,7.253354725261635,-8.201505232840816,-2.0060352070206924,blues
blues.00072.au,0.3069283150517413,0.10391392558813095,2595.538006098765,2519.2961185904487,5660.407438957285,0.12924562814434984,-118.66523125083432,87.60096010389152,6.563413945587344,45.09428660551174,-38.903450691105085,20.815968686524513,-26.852989638132254,13.79171034290522,-17.234160564741273,5.104991338055783,-15.70542154046101,3.9784131228505686,-27.542308504345485,3.050489122540581,-15.946973703072645,10.868559857889656,-12.646966404062638,2.8207477958042797,-13.337095195645734,-4.375538990222345,blues
blues.00023.au,0.28071429441879947,0.10200155526399612,1210.19791701055,1497.8228092446402,2522.1014158644543,0.052482675841718264,-227.26477699487546,137.76236998178268,-14.500459105622847,63.556876670047664,5.626699442478365,11.961589201260313,1.906221124691807,-1.880767555615825,-7.609112696011531,-2.4705947243566317,-2.8841454753956253,-9.43281471754703,-10.91691456688149,3.56943590953714,4.139583173845731,0.09294642164368762,-2.972927882140468,-1.376939985920271,7.550498682714531,-3.0325184616475487,blues
blues.00081.au,0.38026021034148194,0.24826228618621826,2116.942959005158,1956.61105622332,4196.10796004257,0.12727247303115324,-26.929784696801033,107.33400763152126,-46.80999313926354,40.93263380897833,-21.463775815685374,24.81627494577181,-18.945571348278193,15.25345946194162,-15.050104081489566,12.26282276274354,-15.234049901082212,14.3366121677627,-13.82176876910632,7.562788734031475,-6.1813724929144716,0.33016500578135183,-6.829571234249954,0.9659217436842501,-7.570824746827891,2.918986942852201,blues
blues.00017.au,0.3020962854145453,0.09328154474496841,1088.698166080979,1410.9479544080639,2134.41209350208,0.04832397083010836,-245.75642816350836,140.48592759545662,-2.7647719436247025,60.43620732035535,18.937945569191246,9.833542166253809,3.563888694651469,0.5326863171367792,-16.372239592363346,6.630079272025859,7.268407750942874,-4.008892640768964,1.6082538304226228,5.899378513477906,-3.0227851642976966,-4.772990341136799,-3.025786801070868,-1.993939019035013,-0.055458802810765415,-3.9753497543728575,blues
blues.00046.au,0.38785121227293007,0.10258235037326813,1912.506881317723,2361.474653231124,4776.86278163095,0.05842595056114551,-182.638290837734,90.67679749092407,14.119084882814066,67.54982641242854,2.6932138165215393,38.430528566046995,-8.410898355050222,24.12744625680702,-13.781990671217471,4.835996282733278,-16.682030861965963,5.8117084757782065,-5.1495334297204876,0.1929843646671273,-14.480762258928154,6.862883769947925,-4.442362143165911,-2.9868888702353424,-4.816248176231087,5.400324815259467,blues
blues.00056.au,0.391058604890863,0.13772834837436676,1811.0760835832946,2052.3325634591984,3927.8095824061534,0.07547951335139319,-145.43456756366888,102.82902343171612,-12.517677046878706,56.993472479205856,2.2713473143903524,26.591401689632708,-4.27480326524923,17.338809375939622,-7.985592904458899,15.235426849475722,-6.934599487150008,7.457217935902641,-10.470444040371126,-2.3604833961435436,-6.783623499969429,2.6711340861840176,-4.760879374649032,-0.9490048507057921,0.024832052653457986,-2.005314621169764,blues
blues.00007.au,0.30792101611863837,0.13178548216819763,1451.754146660042,1577.3699166309198,2955.348796076819,0.06143500266060371,-179.39544684232592,136.4592443182947,-26.656358930559175,39.98802679164439,5.289679318941769,10.924426906374084,-20.561889109447083,8.513764278793534,-11.356908197621307,-3.4690774237080935,-8.414554364140676,-6.954826968424708,-3.544535424055757,-8.051242199794862,-8.959536715733197,-8.424337147616763,-10.558884909220222,-10.788158953621572,-4.693748520349892,-8.638613351936613,blues
blues.00091.au,0.4219218792692933,0.09940469264984131,991.1644174915211,1396.5236857961997,1943.1215835429566,0.03605269204721362,-236.36098848313782,161.69741593882927,-1.135944007407365,27.27111808075621,9.595981745459653,20.604885046091432,0.2419013778218248,13.790566466917326,-0.49592715079696786,10.182138127862263,-4.452853650920807,5.509446463369779,-3.7133260227914486,-0.8954964198426694,-4.900800964227283,-2.8668248011791193,-3.761341711285784,-3.3457080459233324,-2.4103498670810515,-3.78014472668583,blues
blues.00033.au,0.26066874230918424,0.13316480815410614,1430.5820034726323,2075.602343498586,3246.730367465654,0.04196988982681889,-239.0109148554919,108.66921779727488,34.14935028999654,30.24279361037445,-0.47099684214724863,27.29651601458072,-21.38908541458174,14.155846851787649,-24.505631255310373,-1.8768195540234727,-28.052264818618944,-11.258263386628549,-16.4841010874191,-7.636356814881111,-12.79629066986283,-15.352031148833754,-13.73228239837771,-7.400161033381777,-10.083954356992576,-13.28513958948002,blues
blues.00062.au,0.31178044985632786,0.10624004900455475,2279.8954527175774,2119.7260567369485,4732.338050865906,0.11714895148026316,-144.967922343433,95.72647689166634,-21.59864849282693,49.62574587827268,-29.884745802257406,29.353170323750877,-18.844487747551316,17.877581296986133,-9.666900084599948,5.505879051187146,-9.546326631784513,6.365178666282585,-21.083878801168098,2.45276367750068,-9.533539249011644,-1.4226504083253146,-9.327805558196305,5.136749813336966,-8.103219343127003,-2.4450269832059885,blues
blues.00042.au,0.37751908494777364,0.11100143939256668,2302.1130472489945,2367.6958747133654,5188.551958869485,0.09786448759191177,-159.54499899370268,69.77960903137668,-4.396419620135892,76.85395431099586,3.9205283434389515,45.17317770479753,-4.866253983360079,32.201976391552094,-9.796956618500069,7.811904934659572,-21.827597047588775,9.683709852040357,-2.589124489166008,3.3073059308710584,-14.966982653344738,10.235809951210621,-4.084133497102833,-5.850184792744031,-2.4742342631002714,6.6504175932377985,blues
blues.00013.au,0.26461586640570794,0.11322116106748581,1324.3043562121861,1827.737535376297,2710.033612797504,0.051417300575657895,-209.789265827001,124.45844922232232,10.310380384980345,47.01800568969878,6.510237682425001,15.40544917397644,-1.9927096143246532,6.717405083929522,-21.55419303284247,10.721716080253147,-5.524965330663471,-2.205935128271012,-3.0381922060423383,8.645515807488943,-0.3042299692731826,-0.637743824208576,-2.939884844474275,-1.705922781774308,-1.7695895830188455,-7.762957959356867,blues
blues.00027.au,0.28872100086140673,0.09576817601919174,1391.3677095560413,1494.8924390357806,2811.108001614503,0.07235897288602941,-228.22798465819113,130.35354891602196,-23.29761840636651,70.17366181283055,1.1370604404276698,7.609717012269216,0.9150083802483391,1.9893196946274534,-6.161289541836785,-9.390745402040208,-2.5661424674201903,-4.523861096540025,-0.2667341369329346,0.18110249074948873,-1.5130572347188278,1.4609504468417265,-6.976430897991639,-8.318998844757848,4.241006548414055,0.9796818943689897,blues
blues.00076.au,0.3655753028237747,0.21907992660999298,2645.6816610382457,2426.198511888736,5612.507728600281,0.1364685625483746,-52.69306053368123,74.430283763674,-18.692436720353967,56.323872801843585,-3.93968750765385,31.971838568237054,-16.459638237174854,22.409399786398996,-12.257828860990093,27.216745849338235,-9.233178155470128,7.792498608104006,-10.561926251006682,6.94695633936661,-9.12786673511196,13.02009076416591,-9.854002334666244,3.6894595152934904,-4.94772595381193,4.426065770092661,blues
blues.00085.au,0.31536293296636025,0.15021777153015137,1312.3081994305705,1673.9156134044702,2638.117380998452,0.059416496347716716,-180.12359623200518,131.42025859587562,0.5661882690446566,43.15292883053007,14.135186457586478,25.628554950440254,-5.313080143275158,12.040289561192687,-13.536840799430498,-1.0909933281759032,-7.60567482775302,2.7180541777625673,0.7725885194687439,1.9975884338154837,-6.09385814221626,3.484041949928839,-8.341479093933648,3.2046482557858234,-0.9269435835974139,-2.2436863255044517,blues
blues.00095.au,0.36997251421883226,0.1871483325958252,1388.3947486263098,1772.8543804625162,2754.525010430776,0.05714742465654025,-130.55397225401617,139.97709926425094,-1.26914606297111,39.32365376858322,-6.3518056858683485,19.769089210578368,-11.213041530925304,27.246106942029627,-16.53266559514234,7.0314028538883875,-1.1971613771232843,1.6117575303072937,-6.628306543146794,4.9522403206503744,-1.6333260623660577,0.9566591458921833,-4.840757295824366,-5.966955168574989,-2.7821869213086763,-6.49400117333515,blues
blues.00066.au,0.3747097195357098,0.11049626022577286,2340.4328733825514,2256.538115173274,4972.503265286377,0.1217751517753483,-116.5174018581056,97.4302790804531,-13.880190789238995,48.96675901162066,-22.582243520212746,27.753969298528183,-20.228649533830435,18.630770428490482,-14.64288400495541,8.473100381565843,-16.644654994868816,10.998190322521552,-13.861800778318857,9.735367421738996,-5.0894880045053625,2.634637930000345,-9.883816292692673,6.159058834881353,-7.68260791891807,-4.852478816859321,blues
blues.00037.au,0.24862740222334817,0.06914512813091278,1188.1683365997985,1682.8601504411151,2339.635852542086,0.04816032858455882,-328.6737927698993,102.69687345797705,19.876063641376916,26.731257019967966,7.158257714389564,22.716643005266175,-6.956796509071648,12.804352091015668,-10.708748440854375,-0.4193488997478199,-12.363975634881292,-8.89717747724312,-9.238519262365294,-9.10932621080082,-9.003835777116096,-7.640766615146009,-7.190915716060279,-9.3684765711054,-4.470060256430953,-3.6888002109113858,blues
blues.00003.au,0.4047790020593515,0.14119118452072144,1070.1199533246042,1596.3339477626819,2185.028454098539,0.03330894446594427,-199.4311443622731,150.0992177925424,5.647594315988093,26.871927453199174,1.7544625735083497,14.23834423106636,-4.830882173320006,9.297965261251445,-0.7577411657573524,8.14901219072634,-3.1963135372049134,6.0876759425062446,-2.4764204886511507,-1.0738903951531718,-2.8747774091162723,0.7809762925870143,-3.3169321908693226,0.6379808733561018,-0.6196898234783064,-3.4082332454719992,blues
blues.00052.au,0.3390754841814797,0.09890953451395035,1443.2652853188029,1670.3699185470482,3069.356440021527,0.06719384916795666,-225.26973539278137,117.64589148452207,-14.543756761089044,64.80435919204535,12.927467319879229,19.02996390489691,10.684547973255933,9.884661350480327,-2.385687916528523,11.688361648789648,1.5429588690661817,3.050155002430749,-7.630155704046739,-8.957813514923389,-4.35259403030244,-0.06207883815694015,-2.5542190495045705,-3.437579354543536,-3.8665750312069345,1.3165150365441867,blues
blues.00049.au,0.27748350207343037,0.08860692381858826,1318.6568216818664,1904.761177180381,3046.6815771333204,0.03997292533378483,-255.96577397777665,110.8230464326354,21.505215110452003,67.57123260786811,4.299803690730506,43.10545616317174,-4.50772473776442,10.423532780409394,-8.69432711966024,1.6581493329762085,-20.59315483426109,-2.4429289138548973,-7.130864679189178,-11.163916774844308,-12.609407832203486,2.742009426260187,-8.948849378803775,-7.940728065481835,-2.344156620461896,-0.7056062335341721,blues
blues.00018.au,0.26992929707593327,0.07967271655797958,1537.6571825463045,2054.779113106222,3495.653862259336,0.056131935710139316,-252.53398559412642,104.92748505731959,15.35357798401488,42.656637885265205,6.778398708469304,21.61889401819558,-1.2996833760572557,5.684368708833906,-16.614657210136222,12.16609362218691,-1.953307905477164,1.9605571006718252,-0.8814347619109225,7.7786041613653385,2.3902545349429554,1.7741401268567731,1.3393171787311413,3.6306987557780137,4.910860144662208,-2.651944267458681,blues
blues.00008.au,0.409037127504873,0.1424380987882614,1719.2131626636947,2031.643883581744,3781.318801549197,0.06402757957623839,-121.36102354973461,122.51311584398766,-14.742129686012193,46.14344435366142,-8.165333684874648,20.17652622884248,-19.1724784245114,23.055616742537772,-11.83050252460447,21.177008825261442,-6.721190455458151,7.0109449301672635,-12.741833015324701,5.066004868201842,-5.175477933017078,-1.4440245964766532,-7.037070159027241,2.6974511842612103,3.409808578735633,-2.6983528331802327,blues
blues.00059.au,0.40596141621301374,0.16998746991157532,2235.906951442543,2100.004334807409,4390.031787411716,0.14228825524864552,-86.22530843128575,91.94844562435051,-23.408659970784996,68.2532939286026,-3.8958736305681203,22.74526393762994,-9.899614716688575,16.89597895992557,-11.397530323163048,18.43167711676444,-7.0152634923418375,10.771054747648801,-11.938685573863783,1.0058151380913354,-5.923496156135967,5.318165538101797,-6.140526295284037,1.9489909581501947,-5.1027551045862385,-0.66624801917202,blues
blues.00079.au,0.4214945378527424,0.2708703279495239,2443.2982076738144,2358.443292548332,5267.60148086784,0.12473545133513932,-3.528043318614144,92.91431752780775,-25.11040055252445,45.17769957343425,-10.861859216135617,31.854361915414202,-18.0493321323378,28.61951036792162,-10.224033257900981,14.666930662813751,-14.899713644531845,14.74299501137968,-15.600666195535437,9.548171711470552,-14.788735192561882,2.0678556223516282,-13.82113270482792,3.5636161470975503,-5.965994838895142,-1.6499979030521497,blues
blues.00028.au,0.27597429282951647,0.09969554096460342,1115.7291159941324,1398.9547036551962,2290.444483328899,0.04802843217879257,-248.96765347103943,139.03845862110214,-16.249237841293866,57.09811706621774,20.196358674402074,10.160563884325425,4.580177190295948,0.33981446059312714,-7.867881532539773,-3.466306496579399,-2.6406286815303104,-2.8440944447057968,-0.8933253407893149,-2.4016510586271327,2.572720920492376,-5.873962269187833,-12.408274572029399,-7.3018917853512635,-0.9324049192001613,-2.6992727220393156,blues
blues.00038.au,0.2658831769881305,0.16814498603343964,1513.422106991936,2140.606778903436,3449.6791402621902,0.044378038530379256,-192.6671869119957,111.19077445647572,21.372723136992196,26.39834101480603,-0.6461218346722323,23.486736264841802,-25.464551159323754,16.93773145080493,-16.97705475684422,5.788635602219011,-25.730206174167943,-5.0447266901496,-17.631819780502195,-7.921687072240905,-15.152404027845863,-12.342545621243037,-17.22776515179891,-7.771727770221051,-13.033960620180778,-17.94574999719673,blues
blues.00069.au,0.29188439044687386,0.11656992882490158,2371.099277792781,2209.699345771831,5004.1114074895995,0.12514096664570434,-121.4088445649174,96.10607986000635,-19.613254916118112,48.01165384856027,-38.79870018894577,24.746750323726303,-32.933587906793164,8.099362393756348,-17.798166866576953,6.109449205997011,-19.98654302867784,6.793615959451707,-19.33388207355294,-0.11444663286297091,-12.250433115543796,-4.927438148672729,-10.409580535281243,-2.0495658553050866,-1.768210771419207,-3.9621586145172065,blues
blues.00078.au,0.41418846540886106,0.25805237889289856,2333.6851078010823,2227.4256088265324,4942.811778160071,0.12386319659442724,-2.524338531943437,101.2527150420316,-33.92438500638482,41.516890812995264,-13.804996433314969,31.91987190249214,-21.86482125765911,24.458441112163932,-15.880979713076298,15.789354294622022,-14.366656320446204,12.506608235035118,-13.36882299062,6.11281731000999,-9.065890669875646,5.0337732275603715,-11.330277590699337,3.1665337025674836,-4.567591469849118,-4.033622762728779,blues
blues.00029.au,0.2804564550451548,0.12471523135900497,1649.293771464836,2190.248305756798,3761.42725516399,0.05292636174535604,-233.7245905280418,101.18359507309682,17.650271830019868,23.734355068188968,2.079372161947265,25.940292631466523,-16.967709501590832,15.094173082574772,-22.278787807933348,4.4005073317605055,-23.20163671716325,-6.04612706331896,-5.065351166163864,1.073172689255558,-5.780491662886344,-8.305595503989213,-11.386346086098403,-6.725315899506992,-10.02770672299532,-14.03526911740462,blues
blues.00039.au,0.25532077097835193,0.08586792647838593,1151.340440952378,1709.193937552009,2312.577682825803,0.03533878857875387,-301.6862744480065,111.53920927490742,21.89565681281437,16.145590487568626,8.191590226259175,22.085966001965733,-8.613638774772241,1.49192358508814,-17.074519586833414,-8.337533127909738,-17.011287342407503,-10.572881565623595,-15.6870184084102,-12.59877282026521,-12.24566056417146,-14.543065411156633,-10.092300323645523,-5.78028628637813,-7.776048690374008,-7.18664252658923,blues
blues.00068.au,0.28993232000458824,0.1031152680516243,2513.716817329611,2345.230614186449,5247.443269428454,0.13514619715073528,-113.16777334117403,88.70933416046076,-8.925342997009773,49.48749508588593,-34.58000748036988,15.865090535717043,-17.7443760431182,14.714098925474232,-11.20761583703544,15.366564082219778,-15.081729964066572,8.748788169713425,-18.630898960865593,5.4742180526304,-9.267429646039165,8.017964216148819,-9.552074369724686,5.8735938455635806,-4.402835065865359,3.6153485806440084,blues
blues.00048.au,0.37942767706528935,0.12398607283830643,2148.7861990921233,2204.574064458511,4673.6634056634575,0.09881232766544118,-106.31103222934219,102.63095328895862,-20.15512486372148,59.360373863087155,-9.954544235011609,33.689182596489246,-14.170399807051952,23.510000596404776,-13.314068250070932,16.014285498558046,-18.91698107136538,7.82136297231065,-7.788121902629709,4.047836056834522,-11.340939389651675,2.0602182280345236,-5.739425850820682,0.46425672301426646,-1.9090889020596764,-3.1283077646925532,blues
blues.00019.au,0.25725933452325717,0.0976724699139595,1195.4116396780205,1481.2842588449487,2234.878152664232,0.05887114817143963,-236.66534023125573,138.40905709839961,-4.903461529432489,47.62458245520507,5.179255781167524,8.879489246357975,0.5071054778658659,-3.818273539489225,-14.977520288343266,10.420425969968779,-0.3511816443141869,0.7778293703530403,1.7773061497837663,4.235422613053339,-0.463350714969652,-6.1056934500395785,-5.3823819614052075,-1.3375862475512974,-3.719717449829062,-4.3531541574622885,blues
blues.00009.au,0.27400923057047744,0.08135201781988144,1817.5163862399393,1973.7390701415943,3944.451148443547,0.0792153184258901,-213.18080309588956,115.15279374838548,-11.716264408856679,39.02947022028386,-20.35275537664395,13.082403820453807,-9.17348096542766,9.01614794956253,-14.097913519808948,4.2781771388089265,-6.03959354413079,3.784770210521138,0.22566854741543738,-5.113638410106275,-0.4130633469271162,-1.1845383439964527,-1.92071430792845,-2.2937284688504187,2.8912663927675712,-4.2332043242024335,blues
blues.00058.au,0.3565881757412551,0.16202762722969055,2068.3711246841767,2033.9300469624955,4231.499412701964,0.10437162889415634,-95.4360266747876,105.21669993684291,-26.953012137247093,60.830872963933075,-4.828224038325184,21.538470911636644,-13.514778237896723,12.122106952754496,-20.233634430204383,12.138657603414691,-5.227018432849199,10.262575194841311,-9.438187173443032,3.8675346551228666,-10.187452837266864,3.588092744176717,-3.1007526450944334,0.19459684882898698,0.8428718320566752,-3.4165764213502463,blues
blues.00088.au,0.377977326798594,0.1420487016439438,1006.7589621973632,1530.437061484337,2074.679121365857,0.03206556574109907,-194.25454049379692,151.8571470478652,-1.1972699367997948,39.198064597148495,16.581611395596823,18.257577164104422,-1.396668244402182,14.883664537160676,-11.617613517590346,2.4517097119521307,-5.0800997523207645,3.9460185684955045,-0.9004500785657247,0.6384562666768632,-8.35474380724709,-7.5158049741593915,-8.04932896273525,-5.410957376250415,-2.5356880748536508,0.12851224399630343,blues
