filename,mfcc1,mfcc1V,mfcc_diff1,mfcc_diff1V,mfcc2,mfcc2V,mfcc_diff2,mfcc_diff2V,mfcc3,mfcc3V,mfcc_diff3,mfcc_diff3V,mfcc4,mfcc4V,mfcc_diff4,mfcc_diff4V,mfcc5,mfcc5V,mfcc_diff5,mfcc_diff5V,mfcc6,mfcc6V,mfcc_diff6,mfcc_diff6V,mfcc7,mfcc7V,mfcc_diff7,mfcc_diff7V,mfcc8,mfcc8V,mfcc_diff8,mfcc_diff8V,mfcc9,mfcc9V,mfcc_diff9,mfcc_diff9V,mfcc10,mfcc10V,mfcc_diff10,mfcc_diff10V,mfcc11,mfcc11V,mfcc_diff11,mfcc_diff11V,mfcc12,mfcc12V,mfcc_diff12,mfcc_diff12V,label
blues.00010.au,-173.7075137,90.22825616,-0.128488115,48.7338155,137.1564,32.91360873,-0.009823609,11.87507477,-23.76651669,32.04889042,0.052635999,13.51925153,26.98936979,22.26524024,0.037028351,11.75319029,-16.66842036,17.02665637,0.000521389,7.711252913,4.198449426,12.66409201,0.005729532,7.104459982,-12.56662937,12.26319226,0.011202567,6.277637911,5.834842541,9.087016496,0.001750835,5.023702658,-2.881735712,10.42202825,0.005545439,5.361169956,-1.208681184,8.103970857,0.015230857,4.362108987,-1.965735861,7.452514813,0.004539716,4.44997853,1.80053478,7.613664098,0.001899933,4.05716759,blues
blues.00011.au,-287.9149646,77.04568864,-0.009736892,28.98856534,123.9800641,31.54375639,0.033659229,15.57918985,5.459753809,17.38630295,-0.012320742,7.745445449,33.67808858,18.55563344,-0.013005478,7.109772632,1.091916977,21.01623714,0.019700921,8.003343322,14.70446997,15.34806484,0.004854166,7.213681747,-4.89855194,12.2164618,0.010170477,5.735739999,8.654900477,13.75557628,0.004170017,5.816717876,0.784048866,12.20007541,-0.007143344,5.262834415,6.570926677,10.68898257,0.011441004,5.350613274,-4.878657789,9.686994078,0.009310666,4.336025487,-3.180865888,9.177804176,-6.32E-05,5.02380615,blues
blues.00012.au,-207.20808,67.6652036,-0.075386899,29.62509255,132.7991755,25.79788921,0.043172309,8.155892908,-15.43898557,30.58454639,0.009441535,11.7286119,60.98672701,18.20541791,0.025573166,7.058655543,0.725806999,17.70487472,0.019643587,6.2054587,12.4378277,10.06807144,0.005715088,4.745959431,1.183835723,10.42392049,-0.017976713,4.937794633,-1.540779448,10.56050046,-0.005721502,4.492854397,-17.88815391,9.828887939,-0.012202805,4.426777194,8.358496131,9.752117721,0.007219428,4.315255179,-2.45206763,11.81960805,0.007949111,4.575056057,-0.613248178,9.629570982,0.015448147,4.012779979,blues
blues.00013.au,-209.7892658,44.38144748,-0.070207868,23.31115964,124.4584492,23.28515879,-0.021341092,10.40938223,10.31038038,25.73253085,0.010052607,10.55220257,47.01800569,12.19439964,0.013496416,5.74368307,6.510237682,10.10803573,-0.007235619,4.869381046,15.40544917,12.1037816,0.021331685,5.73762072,-1.992709614,8.347092545,-0.015794675,4.349543992,6.717405084,8.740711495,0.01171568,4.609121039,-21.55419303,9.819217836,0.00639934,4.968643743,10.72171608,9.798367167,0.008936466,4.384161328,-5.524965331,9.523764894,-0.004623132,4.426480851,-2.205935128,7.694633719,-0.001277296,3.991055734,blues
blues.00014.au,-305.7051872,90.53965713,0.006022216,23.19367283,113.0609114,26.12800725,0.008768517,10.18818881,12.11872261,38.254954,-0.000466892,10.05563549,45.03000324,15.00296938,0.020660817,6.165086183,17.76975937,15.81895854,-0.03367968,5.630272169,14.57991675,12.44916639,-2.95E-05,5.153065993,4.166733602,12.54215372,-0.005418579,4.79649196,0.225273155,12.93117655,-0.008535447,4.899527897,-7.021746776,9.885537607,-0.012672945,4.470288082,13.64427154,8.769611495,-0.00619987,3.994120307,8.934528985,9.481885868,-0.007827468,4.101719531,1.298478063,7.926517443,0.010515068,4.192401215,blues
blues.00015.au,-238.5189671,66.19763475,0.030210528,22.77544276,120.0845701,26.98939829,0.019259052,9.684973665,-4.227885749,31.29719814,-0.010796922,10.43656759,42.30707219,19.57965201,0.013781224,6.574033746,5.920908396,17.28900709,0.007027092,5.730033307,13.91916098,10.83981849,-0.006927745,5.11852796,5.361617794,10.93509322,0.003145695,4.388497863,1.901834048,11.99709914,0.007987963,4.514671197,-16.93320308,9.481229342,-0.001725958,4.636191771,12.34527432,8.73299097,-0.000990841,4.259801565,3.947014894,9.03792124,-0.005386693,4.162965831,-1.384822375,7.805526623,-0.009484394,4.097852169,blues
blues.00016.au,-233.7636134,70.4826371,-0.049018969,21.86304204,120.6735103,23.71605038,-0.01016746,9.508187939,-3.171084847,34.76289389,0.034886868,10.60087683,39.54099418,19.91013522,-0.002115002,6.559880233,3.857456385,16.84277952,-0.026061593,5.347122573,18.8404291,12.49774594,-0.00036961,4.916889565,-3.691825142,10.01673968,0.010440838,4.565913251,4.43185386,10.56270746,-0.000398103,4.66558253,-14.97804442,10.07479747,0.001137338,4.865039047,17.56764995,10.10649061,-0.00013698,4.195584689,1.840066319,10.42408158,-0.001711969,4.135657252,2.537328781,8.146971516,0.004208643,4.075551019,blues
blues.00017.au,-245.7564282,72.07751213,0.164371464,29.17801524,140.4859276,28.29561843,-0.007153837,11.16628845,-2.764771944,28.22124793,-0.056004327,12.5575536,60.43620732,18.98390322,0.006378316,7.73455941,18.93794557,15.34207064,-0.037172091,6.761064076,9.833542166,9.987242727,0.00537009,5.273125797,3.563888695,10.8917774,-0.001126899,5.484477922,0.532686317,9.651426556,-0.000893341,5.158737485,-16.37223959,11.36083359,-0.024310045,5.131001453,6.630079272,10.26146844,0.008035799,4.735299028,7.268407751,9.837132854,-0.00809739,4.427463463,-4.008892641,8.449989765,-0.013943356,4.244264933,blues
blues.00018.au,-252.5339856,53.61856891,0.067892843,19.02951044,104.9274851,24.56773475,-0.011883345,9.962477821,15.35357798,25.74171532,-0.046070439,7.51609934,42.65663789,12.78014832,0.034821426,4.876069654,6.778398708,9.64733616,-0.014773417,3.987018964,21.61889402,10.82414549,-0.008453404,4.572154231,-1.299683376,8.565519613,-0.000786467,3.866470823,5.684368709,10.02878245,0.000691668,4.293418361,-16.61465721,11.19773696,-0.025853465,4.574288003,12.16609362,11.11006709,0.018696941,3.758023676,-1.953307905,7.210011592,0.001066191,3.463788048,1.960557101,8.048862875,-0.000835967,3.694340506,blues
blues.00019.au,-236.6653402,74.72059941,-0.011892942,28.37952041,138.4090571,23.16818705,-0.010558481,9.03826535,-4.903461529,34.17114745,-0.018639582,10.70143157,47.62458246,17.67939636,0.034429137,6.998628571,5.179255781,21.62750869,-0.020523302,6.356289816,8.879489246,9.580542409,0.00479257,4.873259783,0.507105478,9.884032872,0.003203367,5.010189139,-3.818273539,12.61987872,0.024688377,5.212691504,-14.97752029,8.79621772,-0.010899725,4.522490312,10.42042597,10.23789213,0.002066336,4.367360253,-0.351181644,11.59061231,0.010917738,4.93761634,0.77782937,8.98028757,0.00267291,4.495018151,blues
blues.00020.au,-230.4130179,54.65142712,0.125416621,24.15053343,127.0941858,19.93477174,-0.002219868,10.5806106,7.151100103,24.52670428,-0.07866341,11.33130489,39.78209007,13.26495222,-0.033748319,6.028485844,1.951132202,10.78269922,-0.042303973,5.217373722,17.41168872,10.01387618,0.005588355,5.258042066,-5.625576371,8.932334678,0.014937304,4.827345642,8.252521186,8.326000881,-0.001255074,4.934348122,-18.10535323,7.750393436,-0.008906119,4.292357362,13.83934295,8.53614958,0.016686239,4.549833446,-3.76358507,8.461551623,0.004514582,4.674022769,2.561243209,8.637545007,0.006042974,4.450725125,blues
blues.00021.au,-264.6983987,79.66534537,0.005988192,26.24982754,138.8559766,31.65723537,0.007343621,11.72200412,11.18648591,35.86665606,-0.031472147,11.63130063,48.52034173,19.28159829,0.004093323,6.370880985,14.91517846,15.77057628,-0.005663192,5.221452577,20.57282563,11.40500437,0.003532182,5.21596752,3.207814515,10.95665657,-0.000584955,4.81933572,1.247170972,10.22549776,0.010367306,5.351644953,-15.84640812,9.767666639,-0.002088807,5.03580343,15.98690918,9.229392135,0.004857013,3.942162184,3.368813996,8.895582263,0.000557659,4.085971506,-1.520128585,8.482967105,0.013587265,3.717317136,blues
blues.00022.au,-233.8607719,80.63351515,-0.154880757,28.53837482,136.1702391,30.98089363,-0.029725564,12.01563673,3.289489746,34.0976147,0.059317876,11.41691093,48.9311927,19.60986163,0.027625025,6.230107474,8.699106029,17.44415461,0.02762962,5.340334461,13.95475177,12.89309548,0.023734476,5.363423048,5.359448746,10.28204356,-0.013678006,4.695571375,0.381334016,11.29590079,0.010222141,5.052391075,-13.49026502,12.29131769,0.015844235,5.17560648,16.87176853,9.083841671,0.00239433,4.011794191,5.145257765,10.70549094,-0.002274131,4.225248154,-2.250577765,8.807743788,0.018237717,4.036666762,blues
blues.00023.au,-227.264777,64.42247662,-0.053282589,24.8876826,137.76237,22.51557121,0.014180131,10.73318238,-14.50045911,35.29856006,0.018686673,11.93306264,63.55687667,14.54575716,0.039111187,5.906183438,5.626699442,12.37389193,-0.014928052,5.420355138,11.9615892,9.794332667,0.043826452,5.185034047,1.906221125,10.04581525,0.028276164,4.061904858,-1.880767556,9.376813991,0.012981033,4.751694862,-7.609112696,9.863806203,0.008402338,4.693351775,-2.470594724,9.919122521,0.01799995,4.131323425,-2.884145475,10.20472946,-0.010188706,4.159745376,-9.432814718,9.379618728,-0.02052481,4.239985585,blues
blues.00024.au,-274.2887845,76.91123703,-0.030557676,28.48276112,130.4174235,22.37312232,-0.003633055,11.45656421,-6.394799564,36.63818476,0.020918118,11.56019199,70.41067978,17.64389344,-0.000620226,7.698205223,13.26585719,15.18271947,0.000704707,7.606192684,9.46310482,12.47067731,0.006769492,5.922103187,7.723188785,11.02147685,0.002812908,4.903267099,-1.245347279,12.25751122,0.006365857,5.994109005,-0.575019932,9.705685565,0.010447352,5.00700108,-2.299992443,8.300900067,-0.000703065,5.014178765,3.783482366,8.762641794,-0.002728117,4.603373816,0.08091478,8.579748767,0.00302633,4.566540219,blues
blues.00025.au,-249.2819959,63.11397088,-0.047670033,27.40103334,130.9979243,18.39922604,0.000460885,8.879272554,0.665435009,39.75286254,0.016860698,15.38716434,66.69611479,17.27792902,0.004236949,7.093309088,17.90589452,13.54460549,0.009734006,5.979361798,4.62295984,13.16591407,0.008878084,5.722693245,6.610036443,9.824297051,-0.002476263,4.489826323,1.245375534,9.915570141,0.001893061,4.860187354,1.41917471,8.698268118,0.003721404,4.52074765,-1.584292524,9.588429081,0.010282647,4.198257412,-0.974159309,10.07858252,0.012935362,4.243467156,-3.575064543,9.230770847,0.006992872,4.497166208,blues
blues.00026.au,-284.8195038,78.78644289,0.123604425,29.67753784,108.7856277,26.06126943,0.06202654,11.47802727,9.131956126,38.06531119,-0.027065138,12.54181645,51.25903,17.16660234,-0.01518615,6.56069041,18.1112561,14.52557824,-0.031833131,6.122943799,7.621316894,13.49691707,-0.02853425,5.640883289,8.781746681,11.03045765,-0.029971647,4.527273797,2.372426026,10.15947167,-0.021870361,5.062480681,0.011786518,9.671700018,-0.015429298,4.475736236,2.250416762,10.30681604,-0.013715189,4.525500356,4.200278029,9.183184211,-0.003282095,3.754101553,-3.303734631,9.882368641,0.007527061,4.303412723,blues
blues.00027.au,-228.2279847,53.03820512,0.032761103,19.59754635,130.3535489,26.24636395,-0.026174414,8.218685715,-23.29761841,30.46336461,-0.030264688,10.64650009,70.17366181,19.92477077,0.017570507,6.276384967,1.13706044,13.4886741,-0.018954753,5.233974607,7.609717012,12.38437855,0.001424994,4.763024278,0.91500838,10.00601272,0.000574231,4.615991362,1.989319695,9.396265161,0.006627382,4.421849329,-6.161289542,7.86838969,-0.001086562,3.899326373,-9.390745402,9.277184324,0.004983172,4.119586425,-2.566142467,10.39057362,0.002992769,4.102036698,-4.523861097,7.682794326,0.004237257,3.758008774,blues
blues.00028.au,-248.9676535,70.50022355,-0.142427835,26.09406763,139.0384586,19.97644666,0.00939084,9.935665424,-16.24923784,34.11187269,0.023984247,11.19423097,57.09811707,18.17011579,0.05995468,6.809526658,20.19635867,12.57903282,0.002331768,6.429374934,10.16056388,11.54251309,0.008217244,5.109292768,4.58017719,11.17951264,0.006172891,4.834437266,0.339814461,10.87629158,-0.004465599,5.190971001,-7.867881533,8.357030747,0.000624702,4.791707664,-3.466306497,8.281583303,-0.000505512,4.817036819,-2.640628682,8.90563819,-0.00830962,4.414755957,-2.844094445,8.16698161,0.003247581,4.28414361,blues
blues.00029.au,-233.7245905,60.72297164,0.029982685,26.07064365,101.1835951,29.76273656,6.70E-05,13.3940528,17.65027183,19.38046524,0.022491312,6.949424065,23.73435507,14.81876022,0.028203425,6.219737973,2.079372162,15.09228073,0.013487023,5.842150271,25.94029263,11.65540732,0.02020272,5.370926862,-16.9677095,18.41660423,-0.00466655,6.051678449,15.09417308,10.65736906,0.008749817,4.992676396,-22.27878781,9.918911526,0.007845944,5.197098245,4.400507332,11.07102977,-0.006371587,5.009802426,-23.20163672,12.94431385,-0.00874762,5.584647242,-6.046127063,9.041162237,0.008267685,4.791367953,blues
blues.00030.au,-206.9875896,45.01537665,0.088929023,20.80023702,117.7814676,27.64225794,0.013705925,12.43452434,23.25624501,16.78141142,-0.011793584,6.524295676,28.29406821,16.16861883,0.011764881,6.125779557,-1.099597861,14.00332321,-0.016413145,6.131713445,18.86493903,12.69313301,0.012811699,5.426478205,-21.95371125,14.56489913,-0.024805068,5.90104873,17.85511754,11.71956189,0.005770376,5.043060035,-25.58335725,14.15400289,-0.010167869,5.80393672,2.128551726,10.15616442,0.015321158,4.471833693,-17.78905399,8.548396013,0.005393211,4.579106812,-8.015466745,7.770372375,0.000573846,4.283785463,blues
blues.00031.au,-221.8025493,50.12447587,-0.034850452,21.62059319,110.8430705,24.21888413,0.026481563,10.35266899,18.62098358,13.78877838,0.008978158,6.07525443,30.9229964,13.4423047,-0.008101726,5.797307508,3.291329639,14.8803708,-0.009586583,5.425915145,22.58744675,10.03216866,-0.002195312,4.96048357,-20.41830257,17.8505138,0.03341271,5.576172743,12.12099491,10.70490795,-0.004749146,4.496548708,-26.34795623,10.42649914,-0.001837912,5.098604967,-4.356270119,10.10735088,0.008257961,4.813832359,-26.40667424,11.33541977,0.018783008,4.794369663,-13.03772344,10.38212007,-0.013448997,4.578121922,blues
blues.00032.au,-288.8017131,72.91249012,-0.048573736,22.39703416,105.8996169,28.81178147,0.003292743,10.39190803,18.7913203,20.84013116,-0.011425328,7.13227033,23.6884905,18.52861011,-0.042057591,5.284516883,5.705110927,19.55902135,-0.048128817,5.340035523,25.54915593,12.81966748,-0.018844984,4.810130393,-13.4672056,15.1038051,-0.004278274,4.931470648,12.42473346,11.21478333,0.003337095,4.412807083,-11.94381907,14.02806471,-0.0381606,4.807289284,1.575499058,11.50661551,-0.020863981,4.814107824,-15.63626271,11.2606438,-0.03033472,4.212832325,-6.665246966,9.027201724,0.007784207,4.045894742,blues
blues.00033.au,-239.0109149,56.74823579,0.119914802,22.19999637,108.6692178,28.66761472,0.01932195,11.25778258,34.14935029,16.70998559,0.000692021,6.556980056,30.24279361,17.38036431,-0.03439157,6.494986753,-0.470996842,15.39115001,-0.045539368,5.868535083,27.29651601,11.85603761,0.000369251,5.436013907,-21.38908541,16.91908535,-0.019798928,5.759997384,14.15584685,11.81180837,0.043679186,4.838607066,-24.50563126,10.8410697,-0.0013712,4.918937943,-1.876819554,13.39534036,-0.021841717,4.851019838,-28.05226482,11.27755469,-0.026356013,4.500169849,-11.25826339,9.360934985,-0.00631015,4.314572841,blues
blues.00034.au,-217.2112174,59.9896008,0.068080409,26.18856533,105.7911755,23.11770678,0.01458002,10.80141648,15.61861388,18.93248806,0.015399598,7.131470107,25.26306031,14.81520455,0.003939013,6.277845229,-1.43799814,14.69803435,0.008726026,5.907507211,30.19539489,10.8451639,0.006190913,5.159044798,-17.71364289,14.96047654,-0.009844948,5.578160404,17.32149949,11.25218988,0.009128655,4.937686369,-27.20954,10.59780034,0.004162766,4.964972021,4.33982853,13.32398783,0.024428388,4.966509258,-20.06342933,10.74352239,0.01641038,4.906772465,-10.69590481,8.424216938,0.006944256,4.521526326,blues
blues.00035.au,-171.7860637,44.09514883,-0.04876263,20.83469298,120.2802331,26.33595005,-0.01071485,10.64199864,15.33658088,16.41360561,-0.013107687,6.244382666,21.09728061,12.1111949,0.001193643,5.069609013,-5.410020841,13.23625881,0.002471125,5.12715979,24.19247476,10.92025653,-0.001481747,5.223515217,-24.14030895,12.06452258,0.002724041,4.853387626,18.54532486,10.02881339,-0.012348919,4.796851555,-22.35298736,11.81042397,-0.001354081,4.697911694,1.302639764,10.76529453,0.025640499,4.683449723,-20.76129345,8.253828882,-0.011140258,4.109286068,-4.984545167,9.026051395,-0.010057618,4.438925162,blues
blues.00036.au,-200.2207318,53.63916831,0.022925082,23.07682892,116.3451808,22.02347094,-0.009088037,10.13858108,18.06078515,14.16498727,-0.043304914,6.394812598,25.2888194,17.05223651,-0.007968889,6.716112054,0.315825212,13.42582355,-0.013236286,5.98276434,24.17677788,10.00794274,0.016648185,5.459645602,-22.22307983,17.58695292,-0.03693503,5.884058593,11.18314558,9.749153678,-0.001477577,5.014367707,-26.84191286,9.868407612,-0.014605873,4.762890426,-7.64365604,10.52137896,0.012357245,5.105178095,-24.87203561,11.12989756,-0.002515042,5.194819691,-12.01528497,9.941289051,-0.001514315,4.785068938,blues
blues.00037.au,-328.6737928,86.35620107,0.136387956,34.76729222,102.6968735,25.14309587,0.025251877,10.98577625,19.87606364,26.51513662,-0.020944733,8.196251536,26.73125702,13.05012805,-6.72E-05,6.300157919,7.158257714,15.90728502,-0.025027772,6.343870168,22.71664301,15.76228653,0.008618064,5.376305939,-6.956796509,14.46504236,-0.002105531,5.271355781,12.80435209,12.4613461,0.036909093,5.036989948,-10.70874844,12.6153726,0.023230498,4.762051733,-0.4193489,9.143586152,0.015962486,4.251379859,-12.36397563,10.49242138,-0.018636483,4.472615999,-8.897177477,10.54762318,-0.022254434,4.701308444,blues
blues.00038.au,-192.6671869,56.74265629,-0.007009496,23.71662754,111.1907745,27.57263356,-0.04487932,10.9311438,21.37272314,17.27054339,-0.012971655,6.841195951,26.39834101,15.83706612,-0.020077324,5.9550426,-0.646121835,13.80365114,-0.011213868,5.484981588,23.48673626,13.06164029,-0.006996227,5.106138561,-25.46455116,10.96924058,-0.011763182,4.881766633,16.93773145,11.91688694,-0.000633768,4.826250674,-16.97705476,13.81045975,0.000369947,5.645025708,5.788635602,9.876291556,0.006486245,4.999484619,-25.73020617,9.268674214,-0.01130083,4.451371517,-5.04472669,8.560112968,-0.003506927,4.378523247,blues
blues.00039.au,-301.6862744,71.20026258,-0.05887916,23.83422287,111.5392093,24.38149161,0.004854155,10.60386141,21.89565681,17.38303966,0.025233342,6.552911596,16.14559049,15.56275903,0.009259091,5.821632319,8.191590226,16.85718078,0.017901774,5.056312971,22.085966,11.76189377,0.006380843,5.166864604,-8.613638775,16.76110604,0.021305572,4.556324513,1.491923585,11.00528968,-0.00565122,4.475188152,-17.07451959,10.65114612,-0.001634863,4.209544245,-8.337533128,10.66562568,-0.003015306,4.151916088,-17.01128734,10.32524927,-0.010122256,4.374597385,-10.57288157,9.447859593,0.005020381,3.882840483,blues
blues.00040.au,-110.2600792,35.88558621,-0.033848029,23.88270558,90.70181195,15.18230388,0.042837766,10.07074313,-2.527486907,15.08664461,-0.022576866,6.978853585,74.05327233,10.68639549,0.030009483,5.711692338,-11.74730064,10.65108887,0.002193778,5.473155871,39.21467143,8.131339009,-0.009528349,4.770044093,-13.1718193,9.292294503,0.007014151,4.560997648,20.53527365,7.097033167,0.00207211,4.529214219,-17.16364137,6.858184109,0.000227963,4.127473175,12.82871271,9.661162081,-0.015162568,4.703953683,-21.43357994,6.412287433,-0.001602141,3.856322946,5.952405103,7.004102621,-0.00470901,3.972986293,blues
blues.00041.au,-107.1615375,37.65168475,0.016509135,17.47818169,88.46617381,19.46670606,0.009541484,8.500983337,-4.174954747,18.01202245,0.003721363,7.394774771,55.48419871,11.38104781,0.007169483,5.683413783,-8.007365403,10.34924337,-0.01618148,4.993307759,38.4156662,8.399536401,-0.015460575,4.300225681,-6.399442836,9.45965795,-0.014283516,4.38560037,28.57448336,9.261116677,0.004314517,4.536271562,-19.82057869,7.406584384,0.005192311,4.040835165,13.24709642,11.17905066,0.008766831,4.735523178,-19.24185157,8.289198474,-0.00614257,4.235354868,12.0728029,7.240553716,0.003559685,3.966734931,blues
